id;nom;nom_de_famille;prenom;sexe;date_naissance;num_deptmt;parti_ratt_financier;profession;place_en_hemicycle;nb_mandats;nb_mois;semaines_presence;semaines_presence_moyenne_mensuelle;commission_presences;commission_presences_moyenne_mensuelle;commission_interventions;commission_interventions_moyenne_mensuelle;hemicycle_interventions;hemicycle_interventions_moyenne_mensuelle;hemicycle_interventions_courtes;hemicycle_interventions_courtes_moyenne_mensuelle;amendements_proposes;amendements_proposes_moyenne_mensuelle;amendements_signes;amendements_signes_moyenne_mensuelle;amendements_adoptes;amendements_adoptes_moyenne_mensuelle;rapports;rapports_moyenne_mensuelle;propositions_ecrites;propositions_ecrites_moyenne_mensuelle;propositions_signees;propositions_signees_moyenne_mensuelle;questions_ecrites;questions_ecrites_moyenne_mensuelle;questions_orales;questions_orales_moyenne_mensuelle
63;Marc Dolez;Dolez;Marc;H;1952-10-21;59;Parti communiste Français;Maître de conférences;583;1;47;158;3.36;179;3.81;101;2.15;982;20.89;1590;33.83;802;17.06;4336;92.26;209;4.45;3;0.06;4;0.09;102;2.17;218;4.64;22;0.47
399;Fanny Dombre Coste;Dombre Coste;Fanny;F;1956-12-26;34;Parti socialiste;Artisan;624;2;47;128;2.72;187;3.98;79;1.68;53;1.13;11;0.23;58;1.23;1029;21.89;310;6.6;3;0.06;0;0;78;1.66;73;1.55;6;0.13
182;Jean-Pierre Door;Door;Jean-Pierre;H;1942-04-01;45;Les Républicains;Cardiologue;119;2;47;138;2.94;202;4.3;658;14;928;19.74;514;10.94;850;18.09;3779;80.4;110;2.34;3;0.06;4;0.09;305;6.49;35;0.74;26;0.55
85;Dominique Dord;Dord;Dominique;H;1959-09-01;73;Les Républicains;Sans profession declaree;188;2;47;130;2.77;145;3.09;101;2.15;149;3.17;166;3.53;36;0.77;2297;48.87;76;1.62;1;0.02;7;0.15;388;8.26;450;9.57;12;0.26
40;René Dosière;Dosière;René;H;1941-08-03;2;Parti socialiste;Consultant international;461;1;47;134;2.85;195;4.15;192;4.09;289;6.15;227;4.83;166;3.53;290;6.17;158;3.36;13;0.28;4;0.09;51;1.09;123;2.62;2;0.04
410;Philippe Doucet;Doucet;Philippe;H;1961-05-16;95;Parti socialiste;Cadre supérieur du secteur privé;484;2;47;119;2.53;145;3.09;69;1.47;51;1.09;23;0.49;92;1.96;463;9.85;173;3.68;4;0.09;0;0;50;1.06;7;0.15;6;0.13
507;Sandrine Doucet;Doucet;Sandrine;F;1959-09-10;33;Parti socialiste;Professeur du secondaire;406;1;47;159;3.38;301;6.4;148;3.15;120;2.55;16;0.34;41;0.87;1072;22.81;220;4.68;10;0.21;2;0.04;69;1.47;126;2.68;10;0.21
317;David Douillet;Douillet;David;H;1969-02-17;78;Les Républicains;Sportif de haut niveau - consultant;54;2;47;122;2.6;140;2.98;82;1.74;177;3.77;172;3.66;202;4.3;3462;73.66;113;2.4;0;0;3;0.06;119;2.53;262;5.57;9;0.19
595;Jean-Luc Drapeau;Drapeau;Jean-Luc;H;1953-09-26;79;Parti socialiste;Technicien des services vétérinaires;629;3;10;35;3.5;56;5.6;11;1.1;39;3.9;16;1.6;4;0.4;40;4;13;1.3;3;0.3;0;0;13;1.3;153;15.3;3;0.3
465;Jeanine Dubié;Dubié;Jeanine;F;1958-01-03;65;Parti radical de gauche;Fonctionnaire de catégorie A;278;2;47;167;3.55;393;8.36;712;15.15;566;12.04;253;5.38;1211;25.77;3946;83.96;554;11.79;9;0.19;0;0;41;0.87;146;3.11;26;0.55
332;Marianne Dubois;Dubois;Marianne;F;1957-12-17;45;Les Républicains;Sans profession declaree;140;2;47;136;2.89;246;5.23;65;1.38;156;3.32;23;0.49;108;2.3;3132;66.64;100;2.13;1;0.02;4;0.09;134;2.85;337;7.17;29;0.62
504;Françoise Dubois;Dubois;Françoise;F;1947-12-06;72;Parti socialiste;Retraitée de l'enseignement;381;2;47;156;3.32;316;6.72;122;2.6;40;0.85;21;0.45;12;0.26;971;20.66;381;8.11;1;0.02;0;0;74;1.57;18;0.38;10;0.21
530;Virginie Duby-Muller;Duby-Muller;Virginie;F;1979-08-16;74;Les Républicains;Cadre du secteur privé;157;2;47;157;3.34;292;6.21;127;2.7;223;4.74;47;1;189;4.02;5132;109.19;208;4.43;4;0.09;7;0.15;251;5.34;734;15.62;28;0.6
8;Jean-Pierre Dufau;Dufau;Jean-Pierre;H;1943-07-05;40;Parti socialiste;Enseignant retraité;500;2;47;144;3.06;292;6.21;344;7.32;174;3.7;355;7.55;97;2.06;506;10.77;162;3.45;16;0.34;0;0;85;1.81;81;1.72;7;0.15
349;Cécile Duflot;Duflot;Cécile;F;1975-04-01;75;Europe Écologie Les Verts;Architecte;293;1;30;66;2.2;108;3.6;230;7.67;289;9.63;98;3.27;222;7.4;4574;152.47;542;18.07;0;0;3;0.1;30;1;13;0.43;11;0.37
348;Anne-Lise Dufour-Tonini;Dufour-Tonini;Anne-Lise;F;1970-03-02;59;Parti socialiste;Chef d'établissement scolaire;550;2;47;85;1.81;94;2;13;0.28;18;0.38;23;0.49;3;0.06;156;3.32;61;1.3;0;0;0;0;47;1;52;1.11;3;0.06
281;William Dumas;Dumas;William;H;1942-01-23;30;Parti socialiste;Retraité;349;2;47;158;3.36;377;8.02;178;3.79;45;0.96;27;0.57;7;0.15;1236;26.3;251;5.34;0;0;0;0;89;1.89;324;6.89;9;0.19
353;Françoise Dumas;Dumas;Françoise;F;1960-04-12;30;Parti socialiste;Cadre supérieur de la fonction publique, directeur territorial;413;2;47;143;3.04;298;6.34;155;3.3;82;1.74;15;0.32;55;1.17;1543;32.83;501;10.66;4;0.09;1;0.02;68;1.45;152;3.23;10;0.21
94;Jean-Louis Dumont;Dumont;Jean-Louis;H;1944-04-06;55;Parti socialiste;Enseignant;506;2;47;136;2.89;242;5.15;128;2.72;364;7.74;442;9.4;152;3.23;578;12.3;155;3.3;5;0.11;0;0;48;1.02;21;0.45;1;0.02
172;Laurence Dumont;Dumont;Laurence;F;1958-06-02;14;Parti socialiste;Chargée d'études;411;1;47;155;3.3;121;2.57;59;1.26;4453;94.74;23586;501.83;36;0.77;990;21.06;287;6.11;2;0.04;1;0.02;72;1.53;26;0.55;7;0.15
240;Nicolas Dupont-Aignan;Dupont-Aignan;Nicolas;H;1961-03-07;91;Debout la France;Administrateur civil;324;2;47;112;2.38;106;2.26;51;1.09;154;3.28;204;4.34;11;0.23;26;0.55;3;0.06;1;0.02;13;0.28;48;1.02;180;3.83;5;0.11
309;Jean-Paul Dupré;Dupré;Jean-Paul;H;1944-02-05;11;Parti socialiste;Cadre bancaire retraité;350;2;47;122;2.6;166;3.53;106;2.26;15;0.32;6;0.13;0;0;464;9.87;77;1.64;0;0;0;0;90;1.91;194;4.13;8;0.17
193;Yves Durand;Durand;Yves;H;1946-06-06;59;Parti socialiste;Enseignant;343;2;47;156;3.32;224;4.77;536;11.4;577;12.28;635;13.51;65;1.38;269;5.72;168;3.57;7;0.15;0;0;58;1.23;32;0.68;13;0.28
271;Philippe Duron;Duron;Philippe;H;1947-06-19;14;Parti socialiste;Professeur de lycée agrégé d'histoire;367;2;47;125;2.66;179;3.81;131;2.79;72;1.53;38;0.81;31;0.66;466;9.91;203;4.32;4;0.09;0;0;49;1.04;40;0.85;11;0.23
69;Olivier Dussopt;Dussopt;Olivier;H;1978-08-16;7;Parti socialiste;Assistant parlementaire;267;2;47;157;3.34;250;5.32;891;18.96;1471;31.3;769;16.36;1284;27.32;1689;35.94;1138;24.21;13;0.28;0;0;79;1.68;128;2.72;14;0.3
283;Christian Eckert;Eckert;Christian;H;1956-02-08;54;Parti socialiste;Professeur;431;2;18;62;3.44;164;9.11;1578;87.67;2653;147.39;1493;82.94;1241;68.94;1295;71.94;1065;59.17;39;2.17;1;0.06;9;0.5;30;1.67;8;0.44
642;Eric Elkouby;Elkouby;Eric;H;1973-06-24;67;Parti socialiste;Fonctionnaire territorial;383;2;8;26;3.25;36;4.5;4;0.5;31;3.88;11;1.38;0;0;23;2.88;9;1.13;0;0;0;0;14;1.75;18;2.25;5;0.63
127;Henri Emmanuelli;Emmanuelli;Henri;H;1945-05-31;40;Parti socialiste;Directeur-adjoint de banque;432;2;47;96;2.04;124;2.64;234;4.98;53;1.13;449;9.55;39;0.83;332;7.06;106;2.26;0;0;0;0;48;1.02;26;0.55;0;0
128;Corinne Erhel;Erhel;Corinne;F;1967-02-03;22;Parti socialiste;Assistante parlementaire;522;2;47;167;3.55;395;8.4;426;9.06;117;2.49;21;0.45;264;5.62;742;15.79;303;6.45;12;0.26;1;0.02;58;1.23;44;0.94;10;0.21
469;Sophie Errante;Errante;Sophie;F;1971-07-22;44;Parti socialiste;Industriel-Chef d'entreprise;422;2;47;139;2.96;269;5.72;139;2.96;86;1.83;61;1.3;73;1.55;680;14.47;284;6.04;4;0.09;0;0;72;1.53;79;1.68;7;0.15
250;Christian Estrosi;Estrosi;Christian;H;1955-07-01;6;Les Républicains;Ancien sportif de haut niveau;89;4;37;43;1.16;22;0.59;22;0.59;217;5.86;99;2.68;165;4.46;1899;51.32;65;1.76;2;0.05;12;0.32;131;3.54;767;20.73;15;0.41
366;Marie-Hélène Fabre;Fabre;Marie-Hélène;F;1951-07-27;11;Parti socialiste;Permanent politique;404;2;47;175;3.72;419;8.91;200;4.26;96;2.04;39;0.83;149;3.17;1956;41.62;588;12.51;6;0.13;8;0.17;87;1.85;496;10.55;10;0.21
408;Olivier Falorni;Falorni;Olivier;H;1972-03-27;17;Parti radical de gauche;Professeur du secondaire;284;2;47;177;3.77;344;7.32;428;9.11;290;6.17;150;3.19;99;2.11;3409;72.53;430;9.15;1;0.02;4;0.09;37;0.79;268;5.7;31;0.66
59;Daniel Fasquelle;Fasquelle;Daniel;H;1963-01-16;62;Les Républicains;Professeur des Universités;62;2;47;166;3.53;338;7.19;678;14.43;1166;24.81;1354;28.81;1183;25.17;5446;115.87;185;3.94;7;0.15;28;0.6;402;8.55;95;2.02;24;0.51
140;Martine Faure;Faure;Martine;F;1948-09-30;33;Parti socialiste;Retraitée de l'enseignement;344;2;47;135;2.87;208;4.43;135;2.87;107;2.28;51;1.09;39;0.83;520;11.06;180;3.83;1;0.02;0;0;76;1.62;548;11.66;8;0.17
456;Olivier Faure;Faure;Olivier;H;1968-08-18;77;Parti socialiste;Cadre supérieur du secteur privé;427;1;47;148;3.15;236;5.02;171;3.64;333;7.09;205;4.36;114;2.43;434;9.23;175;3.72;7;0.15;4;0.09;65;1.38;55;1.17;9;0.19
478;Alain Fauré;Fauré;Alain;H;1962-10-01;9;Parti socialiste;Industriel - Chef d'entreprise;577;2;47;160;3.4;341;7.26;570;12.13;240;5.11;469;9.98;120;2.55;702;14.94;260;5.53;7;0.15;0;0;55;1.17;20;0.43;12;0.26
222;Yannick Favennec;Favennec;Yannick;H;1958-08-12;53;Union des Radicaux, Centristes, Indépendants et Démocrates;Directeur de cabinet;199;2;47;169;3.6;318;6.77;339;7.21;431;9.17;439;9.34;111;2.36;4222;89.83;195;4.15;2;0.04;16;0.34;129;2.74;380;8.09;34;0.72
419;Matthias Fekl;Fekl;Matthias;H;1977-10-04;47;Parti socialiste;Magistrat;473;2;23;71;3.09;95;4.13;34;1.48;113;4.91;221;9.61;21;0.91;484;21.04;235;10.22;1;0.04;0;0;12;0.52;50;2.17;3;0.13
582;Vincent Feltesse;Feltesse;Vincent;H;1967-04-04;33;Parti socialiste;Professeur à l'I.E.P.;472;3;17;47;2.76;61;3.59;258;15.18;287;16.88;79;4.65;61;3.59;172;10.12;79;4.65;2;0.12;0;0;8;0.47;85;5;2;0.12
98;Georges Fenech;Fenech;Georges;H;1954-10-26;69;Les Républicains;Magistrat;141;3;47;149;3.17;266;5.66;1129;24.02;389;8.28;240;5.11;279;5.94;3394;72.21;114;2.43;4;0.09;3;0.06;165;3.51;217;4.62;17;0.36
9;Hervé Féron;Féron;Hervé;H;1956-08-03;54;Parti socialiste;Homme de lettres et artiste;524;2;47;134;2.85;189;4.02;187;3.98;103;2.19;36;0.77;137;2.91;1153;24.53;296;6.3;5;0.11;0;0;78;1.66;1032;21.96;10;0.21
338;Richard Ferrand;Ferrand;Richard;H;1962-07-01;29;Parti socialiste;Cadre du secteur privé;466;2;47;121;2.57;190;4.04;320;6.81;389;8.28;364;7.74;1424;30.3;2888;61.45;1605;34.15;11;0.23;0;0;87;1.85;140;2.98;11;0.23
241;Aurélie Filippetti;Filippetti;Aurélie;F;1973-06-17;57;Parti socialiste;Enseignante et écrivain;574;2;26;48;1.85;55;2.12;17;0.65;48;1.85;7;0.27;33;1.27;628;24.15;87;3.35;0;0;0;0;51;1.96;21;0.81;0;0
61;François Fillon;Fillon;François;H;1954-03-04;75;Les Républicains;Sans profession declaree;168;2;47;96;2.04;93;1.98;5;0.11;145;3.09;39;0.83;4;0.09;1958;41.66;48;1.02;0;0;2;0.04;38;0.81;8;0.17;1;0.02
179;Geneviève Fioraso;Fioraso;Geneviève;F;1954-10-10;38;Parti socialiste;Cadre de direction;497;3;21;35;1.67;53;2.52;17;0.81;4;0.19;0;0;0;0;44;2.1;12;0.57;0;0;0;0;44;2.1;24;1.14;2;0.1
305;Philippe Folliot;Folliot;Philippe;H;1963-07-14;81;Association PSLE - Nouveau centre;Directeur d'un organisme de financement du logement social;192;3;47;142;3.02;238;5.06;277;5.89;473;10.06;217;4.62;173;3.68;3640;77.45;176;3.74;2;0.04;6;0.13;97;2.06;337;7.17;29;0.62
60;Marie-Louise Fort;Fort;Marie-Louise;F;1950-12-03;89;Les Républicains;Sans profession declaree;87;2;47;158;3.36;279;5.94;132;2.81;143;3.04;95;2.02;65;1.38;3627;77.17;98;2.09;9;0.19;3;0.06;258;5.49;172;3.66;18;0.38
579;Jean-Pierre Fougerat;Fougerat;Jean-Pierre;H;1953-05-11;44;Parti socialiste;Sans profession declaree;630;3;17;49;2.88;89;5.24;9;0.53;6;0.35;2;0.12;1;0.06;21;1.24;6;0.35;0;0;0;0;10;0.59;0;0;2;0.12
473;Yves Foulon;Foulon;Yves;H;1958-10-10;33;Les Républicains;Avocat;39;2;47;129;2.74;178;3.79;24;0.51;71;1.51;10;0.21;124;2.64;5181;110.23;121;2.57;1;0.02;21;0.45;178;3.79;245;5.21;16;0.34
548;Hugues Fourage;Fourage;Hugues;H;1965-06-04;85;Parti socialiste;En disponibilité;457;2;47;147;3.13;226;4.81;140;2.98;292;6.21;198;4.21;198;4.21;984;20.94;396;8.43;9;0.19;0;0;68;1.45;48;1.02;7;0.15
611;Jean-Marc Fournel;Fournel;Jean-Marc;H;1958-12-09;54;Parti socialiste;Retraité de la SNCF;572;2;29;84;2.9;118;4.07;12;0.41;13;0.45;3;0.1;1;0.03;197;6.79;61;2.1;0;0;0;0;48;1.66;9;0.31;6;0.21
15;Valérie Fourneyron;Fourneyron;Valérie;F;1959-10-04;76;Parti socialiste;Médecin;335;2;28;93;3.32;158;5.64;69;2.46;46;1.64;54;1.93;17;0.61;159;5.68;45;1.61;6;0.21;0;0;47;1.68;38;1.36;11;0.39
569;Michèle Fournier-Armand;Fournier-Armand;Michèle;F;1946-07-28;84;Parti socialiste;Sans profession declaree;403;2;47;60;1.28;75;1.6;5;0.11;12;0.26;18;0.38;0;0;306;6.51;106;2.26;0;0;0;0;75;1.6;15;0.32;3;0.06
393;Michel Françaix;Françaix;Michel;H;1943-05-28;60;Parti socialiste;Consultant en communication;347;2;47;104;2.21;123;2.62;84;1.79;67;1.43;47;1;40;0.85;184;3.91;111;2.36;4;0.09;0;0;49;1.04;17;0.36;5;0.11
258;Marc Francina;Francina;Marc;H;1948-02-02;74;Les Républicains;Conseiller financier et bancaire;126;2;47;101;2.15;149;3.17;55;1.17;0;0;26;0.55;13;0.28;2391;50.87;93;1.98;0;0;2;0.04;190;4.04;109;2.32;0;0
389;Christian Franqueville;Franqueville;Christian;H;1949-05-14;88;Parti socialiste;Attaché de direction;378;2;47;156;3.32;236;5.02;6;0.13;24;0.51;12;0.26;8;0.17;156;3.32;42;0.89;0;0;0;0;67;1.43;140;2.98;9;0.19
35;Jacqueline Fraysse;Fraysse;Jacqueline;F;1947-02-25;92;Forces de gauche;Médecin cardiologue;590;2;47;134;2.85;118;2.51;421;8.96;1494;31.79;850;18.09;1818;38.68;4653;99;209;4.45;0;0;5;0.11;109;2.32;56;1.19;27;0.57
416;Édouard Fritch;Fritch;Édouard;H;1952-01-04;987;Tahoeraa Huiraatira;Ingénieur de la ville de Paris;321;2;18;15;0.83;16;0.89;9;0.5;50;2.78;15;0.83;55;3.06;1387;77.06;39;2.17;0;0;0;0;11;0.61;2;0.11;3;0.17
371;Jean-Christophe Fromantin;Fromantin;Jean-Christophe;H;1962-08-30;92;Association PSLE - Nouveau centre;Industriel-Chef d'entreprise;321;2;47;138;2.94;212;4.51;387;8.23;423;9;112;2.38;597;12.7;3498;74.43;124;2.64;7;0.15;2;0.04;40;0.85;57;1.21;26;0.55
255;Yves Fromion;Fromion;Yves;H;1941-09-15;18;Les Républicains;Sous-préfet;2;2;47;153;3.26;263;5.6;511;10.87;161;3.43;888;18.89;149;3.17;4707;100.15;152;3.23;8;0.17;4;0.09;138;2.94;50;1.06;10;0.21
303;Jean-Claude Fruteau;Fruteau;Jean-Claude;H;1947-06-06;974;Parti socialiste;Retraité de l'enseignement;501;2;47;85;1.81;155;3.3;404;8.6;46;0.98;20;0.43;57;1.21;394;8.38;174;3.7;13;0.28;2;0.04;57;1.21;28;0.6;2;0.04
455;Laurent Furst;Furst;Laurent;H;1965-05-19;67;Les Républicains;Directeur d'hôpital;73;2;47;148;3.15;264;5.62;338;7.19;225;4.79;607;12.91;108;2.3;4477;95.26;147;3.13;0;0;9;0.19;454;9.66;248;5.28;22;0.47
320;Jean-Louis Gagnaire;Gagnaire;Jean-Louis;H;1956-04-29;42;Parti socialiste;Enseignant;448;2;47;126;2.68;188;4;203;4.32;157;3.34;147;3.13;149;3.17;974;20.72;290;6.17;4;0.09;0;0;65;1.38;67;1.43;0;0
285;Geneviève Gaillard;Gaillard;Geneviève;F;1947-05-13;79;Parti socialiste;Vétérinaire;450;2;47;141;3;256;5.45;1007;21.43;659;14.02;587;12.49;1116;23.74;1667;35.47;895;19.04;11;0.23;3;0.06;82;1.74;158;3.36;4;0.09
510;Yann Galut;Galut;Yann;H;1966-03-14;18;Parti socialiste;Avocat;375;2;47;134;2.85;202;4.3;215;4.57;352;7.49;583;12.4;330;7.02;1007;21.43;194;4.13;16;0.34;1;0.02;52;1.11;94;2;7;0.15
464;Claude de Ganay;Ganay (de);Claude;H;1953-09-05;45;Les Républicains;Cadre de la fonction publique territoriale;48;2;47;137;2.91;236;5.02;56;1.19;111;2.36;32;0.68;131;2.79;3091;65.77;94;2;4;0.09;4;0.09;141;3;855;18.19;9;0.19
216;Sauveur Gandolfi-Scheit;Gandolfi-Scheit;Sauveur;H;1947-01-19;2B;Les Républicains;Médecin;118;2;47;97;2.06;105;2.23;2;0.04;28;0.6;7;0.15;79;1.68;4111;87.47;121;2.57;1;0.02;2;0.04;224;4.77;114;2.43;8;0.17
194;Guillaume Garot;Garot;Guillaume;H;1966-05-29;53;Parti socialiste;Cadre administratif;345;2;30;82;2.73;96;3.2;28;0.93;29;0.97;46;1.53;35;1.17;109;3.63;61;2.03;1;0.03;0;0;46;1.53;50;1.67;6;0.2
633;Renaud Gauquelin;Gauquelin;Renaud;H;1954-11-07;69;Parti socialiste;Médecin généraliste;541;2;11;27;2.45;39;3.55;26;2.36;31;2.82;5;0.45;0;0;153;13.91;64;5.82;0;0;0;0;17;1.55;3;0.27;4;0.36
23;Hervé Gaymard;Gaymard;Hervé;H;1960-05-31;73;Les Républicains;Administrateur civil;170;2;47;157;3.34;310;6.6;167;3.55;348;7.4;265;5.64;109;2.32;2584;54.98;94;2;15;0.32;4;0.09;70;1.49;102;2.17;12;0.26
452;Annie Genevard;Genevard;Annie;F;1956-09-07;25;Les Républicains;Professeur du secondaire;50;2;47;153;3.26;229;4.87;356;7.57;1377;29.3;848;18.04;733;15.6;6048;128.68;362;7.7;3;0.06;3;0.06;381;8.11;200;4.26;26;0.55
229;Guy Geoffroy;Geoffroy;Guy;H;1949-05-26;77;Les Républicains;Proviseur;95;2;47;175;3.72;278;5.91;517;11;1078;22.94;2673;56.87;399;8.49;2921;62.15;144;3.06;9;0.19;1;0.02;338;7.19;31;0.66;13;0.28
498;Hélène Geoffroy;Geoffroy;Hélène;F;1970-03-04;69;Parti socialiste;Docteur de l'Ecole Polytechnique, chargée de Recherche à l'ENTPE;487;3;37;102;2.76;171;4.62;217;5.86;192;5.19;99;2.68;268;7.24;886;23.95;550;14.86;3;0.08;0;0;47;1.27;42;1.14;6;0.16
87;Bernard Gérard;Gérard;Bernard;H;1953-08-29;59;Les Républicains;Avocat honoraire;53;2;47;145;3.09;176;3.74;109;2.32;212;4.51;95;2.02;385;8.19;4427;94.19;156;3.32;2;0.04;7;0.15;235;5;148;3.15;24;0.51
537;Jean-Marc Germain;Germain;Jean-Marc;H;1966-06-12;92;Parti socialiste;Fonctionnaire de catégorie A;517;1;47;160;3.4;335;7.13;1056;22.47;1382;29.4;781;16.62;670;14.26;1536;32.68;585;12.45;9;0.19;0;0;56;1.19;35;0.74;5;0.11
203;Alain Gest;Gest;Alain;H;1950-12-27;80;Les Républicains;Consultant;205;2;47;118;2.51;161;3.43;325;6.91;68;1.45;122;2.6;136;2.89;2560;54.47;74;1.57;0;0;6;0.13;173;3.68;67;1.43;10;0.21
11;Paul Giacobbi;Giacobbi;Paul;H;1957-06-04;2B;Parti radical de gauche;Administrateur civil au ministère de l'équipement;269;3;47;125;2.66;131;2.79;148;3.15;362;7.7;318;6.77;79;1.68;3263;69.43;407;8.66;3;0.06;3;0.06;37;0.79;8;0.17;18;0.38
441;Daniel Gibbes;Gibbes;Daniel;H;1968-01-08;977;Les Républicains;Notaire;129;2;47;75;1.6;135;2.87;91;1.94;167;3.55;62;1.32;71;1.51;2622;55.79;98;2.09;4;0.09;1;0.02;65;1.38;12;0.26;10;0.21
301;Franck Gilard;Gilard;Franck;H;1950-11-01;27;Les Républicains;Consultant;5;1;47;151;3.21;151;3.21;25;0.53;23;0.49;220;4.68;17;0.36;2635;56.06;88;1.87;0;0;0;0;108;2.3;88;1.87;9;0.19
122;Jean-Patrick Gille;Gille;Jean-Patrick;H;1962-01-28;37;Parti socialiste;Chargé de mission auprès d'un conseil régional;329;2;47;167;3.55;361;7.68;593;12.62;590;12.55;490;10.43;555;11.81;1936;41.19;928;19.74;10;0.21;3;0.06;72;1.53;105;2.23;11;0.23
546;Georges Ginesta;Ginesta;Georges;H;1942-07-08;83;Les Républicains;Ingénieur ETP;112;2;47;116;2.47;119;2.53;1;0.02;0;0;1;0.02;36;0.77;2160;45.96;75;1.6;0;0;0;0;103;2.19;388;8.26;0;0
352;Charles-Ange Ginesy;Ginesy;Charles-Ange;H;1956-05-14;6;Les Républicains;Chef d'entreprise;237;3;47;114;2.43;164;3.49;138;2.94;83;1.77;62;1.32;231;4.91;3316;70.55;145;3.09;5;0.11;3;0.06;142;3.02;385;8.19;8;0.17
259;Jean-Pierre Giran;Giran;Jean-Pierre;H;1947-01-09;83;Les Républicains;Professeur d'Université;113;2;47;76;1.62;77;1.64;3;0.06;4;0.09;0;0;32;0.68;2012;42.81;64;1.36;0;0;3;0.06;77;1.64;324;6.89;2;0.04
119;Annick Girardin;Girardin;Annick;F;1964-08-03;975;Cap sur l'avenir;Fonctionnaire de catégorie A;285;2;19;41;2.16;83;4.37;94;4.95;129;6.79;23;1.21;59;3.11;828;43.58;85;4.47;5;0.26;2;0.11;20;1.05;27;1.42;7;0.37
124;Joël Giraud;Giraud;Joël;H;1959-10-14;5;Parti radical de gauche;Administrateur civil hors-classe;286;2;47;158;3.36;262;5.57;524;11.15;753;16.02;362;7.7;1426;30.34;4322;91.96;582;12.38;7;0.15;8;0.17;52;1.11;426;9.06;57;1.21
274;Jean Glavany;Glavany;Jean;H;1949-05-14;65;Parti socialiste;Préfet;341;2;47;149;3.17;208;4.43;116;2.47;85;1.81;569;12.11;3;0.06;67;1.43;13;0.28;7;0.15;1;0.02;53;1.13;123;2.62;8;0.17
513;Yves Goasdoue;Goasdoue;Yves;H;1959-08-22;61;Parti socialiste;Fonctionnaire de catégorie A;604;2;47;131;2.79;179;3.81;173;3.68;200;4.26;68;1.45;131;2.79;912;19.4;294;6.26;3;0.06;0;0;60;1.28;46;0.98;9;0.19
58;Claude Goasguen;Goasguen;Claude;H;1945-03-12;75;Les Républicains;Avocat à la Cour d'appel de Paris;172;3;47;171;3.64;156;3.32;154;3.28;417;8.87;2122;45.15;69;1.47;3077;65.47;81;1.72;5;0.11;1;0.02;197;4.19;83;1.77;15;0.32
191;Daniel Goldberg;Goldberg;Daniel;H;1965-08-24;93;Parti socialiste;Maître de conférences;436;2;47;164;3.49;282;6;731;15.55;999;21.26;437;9.3;1125;23.94;1786;38;929;19.77;12;0.26;0;0;64;1.36;136;2.89;5;0.11
459;Philippe Gomes;Gomes;Philippe;H;1958-10-27;988;Calédonie Ensemble;Fonctionnaire de catégorie A;305;3;47;62;1.32;60;1.28;92;1.96;559;11.89;170;3.62;219;4.66;3837;81.64;191;4.06;4;0.09;5;0.11;69;1.47;59;1.26;22;0.47
68;Jean-Pierre Gorges;Gorges;Jean-Pierre;H;1953-08-03;28;Non rattaché;Directeur informatique;204;2;47;110;2.34;274;5.83;434;9.23;44;0.94;108;2.3;64;1.36;2273;48.36;64;1.36;2;0.04;7;0.15;141;3;96;2.04;5;0.11
114;Philippe Gosselin;Gosselin;Philippe;H;1966-10-23;50;Les Républicains;Maître de conférences à Sciences Po;227;2;47;153;3.26;211;4.49;478;10.17;1126;23.96;2065;43.94;1240;26.38;6351;135.13;169;3.6;4;0.09;19;0.4;367;7.81;206;4.38;21;0.45
603;Geneviève Gosselin-Fleury;Gosselin-Fleury;Geneviève;F;1954-02-22;50;Parti socialiste;Sans profession declaree;571;2;46;126;2.74;328;7.13;245;5.33;70;1.52;18;0.39;2;0.04;341;7.41;188;4.09;5;0.11;0;0;74;1.61;108;2.35;12;0.26
26;Pascale Got;Got;Pascale;F;1961-04-01;33;Parti socialiste;Journaliste;523;2;47;135;2.87;246;5.23;245;5.21;147;3.13;54;1.15;313;6.66;1635;34.79;620;13.19;4;0.09;0;0;89;1.89;281;5.98;11;0.23
166;Marc Goua;Goua;Marc;H;1940-03-03;49;Parti socialiste;Retraité du secteur privé;414;2;47;168;3.57;400;8.51;321;6.83;96;2.04;126;2.68;196;4.17;1241;26.4;308;6.55;8;0.17;0;0;76;1.62;140;2.98;6;0.13
594;Jean-Claude Gouget;Gouget;Jean-Claude;H;1942-11-05;47;Parti socialiste;Retraité de l'agriculture;360;3;7;14;2;18;2.57;0;0;0;0;0;0;0;0;2;0.29;1;0.14;0;0;0;0;1;0.14;16;2.29;0;0
185;Philippe Goujon;Goujon;Philippe;H;1954-04-30;75;Les Républicains;Cadre;19;3;47;155;3.3;239;5.09;265;5.64;477;10.15;664;14.13;288;6.13;3700;78.72;98;2.09;2;0.04;5;0.11;133;2.83;68;1.45;20;0.43
385;Linda Gourjade;Gourjade;Linda;F;1962-07-13;81;Parti socialiste;Fonctionnaire de catégorie A;483;1;47;142;3.02;185;3.94;30;0.64;27;0.57;11;0.23;17;0.36;975;20.74;308;6.55;3;0.06;0;0;52;1.11;21;0.45;4;0.09
439;Laurent Grandguillaume;Grandguillaume;Laurent;H;1978-01-20;21;Parti socialiste;Conseiller en formation;439;2;47;148;3.15;279;5.94;346;7.36;272;5.79;118;2.51;254;5.4;1805;38.4;1027;21.85;12;0.26;0;0;81;1.72;128;2.72;9;0.19
